"HHID"	"PERID"	"CASE"	"ALTNUM"	"NUMALTS"	"CHOSEN"	"IVTT"	"OVTT"	"TVTT"	"COST"	"DIST"	"WKZONE"	"HMZONE"	"RSPOPDEN"	"RSEMPDEN"	"WKPOPDEN"	"WKEMPDEN"	"VEHAVDUM"	"FEMDUM"	"AGE"	"DRLICDUM"	"NONCADUM"	"NUMVEH"	"HHSIZE"	"HHINC"	"FAMTYPE"	"HHOWNDUM"	"NUMEMPHH"	"NUMADLT"	"NMLT5"	"NM5TO11"	"NM12TO16"	"WKCCBD"	"WKNCCBD"	"CORREDIS"	"VEHBYWRK"	"VOCC"	"COSTINC"	"M_TT"	"NM_TT"	"M_IVTT"	"M_OVTT"
4765	1	2541	3	3	0	19.9	10	29.9	103.06	4.52	86	17	71.48	76.03	153.5	386.28	0	0	23	0	0	0	2	32.5	99	0	2	2	0	0	0	1	0	1	0	0	3.171076923076923	29.9		19.9	10
4765	1	2541	4	3	1	13.85	17.47	31.32	165	4.52	86	17	71.48	76.03	153.5	386.28	0	0	23	0	0	0	2	32.5	99	0	2	2	0	0	0	1	0	1	0	0	5.076923076923077	31.32		13.85	17.47
4765	2	2542	2	4	0	15.8	9	24.8	422.24	3.95	86	2	71.48	76.03	105.7	625.58	0	1	22	0	0	0	2	32.5	99	0	2	2	0	0	0	1	0	1	0	0	12.992	24.8		15.8	9
4765	2	2542	3	4	0	17.8	9	26.8	241.28	3.95	86	2	71.48	76.03	105.7	625.58	0	1	22	0	0	0	2	32.5	99	0	2	2	0	0	0	1	0	1	0	0	7.424	26.8		17.8	9
4765	2	2542	4	4	1	8.36	15.14	23.5	122	3.95	86	2	71.48	76.03	105.7	625.58	0	1	22	0	0	0	2	32.5	99	0	2	2	0	0	0	1	0	1	0	0	3.753846153846154	23.5		8.36	15.14
4765	2	2542	6	4	0	0	0	108.4	0	3.95	86	2	71.48	76.03	105.7	625.58	0	1	22	0	0	0	2	32.5	99	0	2	2	0	0	0	1	0	1	0	0	0		108.4		
4767	1	2543	1	5	1	10.52	6.5	17.02	45.43	4.97	87	125	46.86	64	45.9	47.26	1	1	42	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	1.0689411764705883	17.02		10.52	6.5
4767	1	2543	2	5	0	15.52	6.5	22.02	22.72	4.97	87	125	46.86	64	45.9	47.26	1	1	42	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	.5345882352941176	22.02		15.52	6.5
4767	1	2543	3	5	0	17.52	6.5	24.02	12.98	4.97	87	125	46.86	64	45.9	47.26	1	1	42	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	.3054117647058824	24.02		17.52	6.5
4767	1	2543	4	5	0	23.5	24.1	47.6	85	4.97	87	125	46.86	64	45.9	47.26	1	1	42	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	2	47.6		23.5	24.1
4767	1	2543	5	5	0	26.05	6.5	32.55	0	4.97	87	125	46.86	64	45.9	47.26	1	1	42	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	0		32.55		
4768	1	2544	2	4	0	11.42	8	19.42	70.64	2.23	74	59	126.95	61.68	87.17	37.82	1	1	43	0	1	2	5	55	12	1	2	3	0	2	0	0	1	1	1	0	1.2843636363636364	19.42		11.42	8
4768	1	2544	3	4	0	13.42	8	21.42	40.36	2.23	74	59	126.95	61.68	87.17	37.82	1	1	43	0	1	2	5	55	12	1	2	3	0	2	0	0	1	1	1	0	.7338181818181818	21.42		13.42	8
4768	1	2544	4	4	1	9.08	17	26.08	85	2.23	74	59	126.95	61.68	87.17	37.82	1	1	43	0	1	2	5	55	12	1	2	3	0	2	0	0	1	1	1	0	1.5454545454545454	26.08		9.08	17
4768	1	2544	6	4	0	0	0	52.6	0	2.23	74	59	126.95	61.68	87.17	37.82	1	1	43	0	1	2	5	55	12	1	2	3	0	2	0	0	1	1	1	0	0		52.6		
4769	1	2545	1	6	1	10.9	8	18.9	33.83	3.58	83	36	81.69	58.62	43.7	207.07	1	0	52	1	0	2	2	37.5	1	0	1	2	0	0	0	0	1	1	2	1	.9021333333333333	18.9		10.9	8
4769	1	2545	2	6	0	15.9	8	23.9	16.92	3.58	83	36	81.69	58.62	43.7	207.07	1	0	52	1	0	2	2	37.5	1	0	1	2	0	0	0	0	1	1	2	1	.45120000000000005	23.9		15.9	8
4769	1	2545	3	6	0	17.9	8	25.9	9.67	3.58	83	36	81.69	58.62	43.7	207.07	1	0	52	1	0	2	2	37.5	1	0	1	2	0	0	0	0	1	1	2	1	.2578666666666667	25.9		17.9	8
4769	1	2545	4	6	0	27.04	18.3	45.34	85	3.58	83	36	81.69	58.62	43.7	207.07	1	0	52	1	0	2	2	37.5	1	0	1	2	0	0	0	0	1	1	2	1	2.2666666666666666	45.34		27.04	18.3
4769	1	2545	5	6	0	19.4	8	27.4	0	3.58	83	36	81.69	58.62	43.7	207.07	1	0	52	1	0	2	2	37.5	1	0	1	2	0	0	0	0	1	1	2	1	0		27.4		
4769	1	2545	6	6	0	0	0	79.6	0	3.58	83	36	81.69	58.62	43.7	207.07	1	0	52	1	0	2	2	37.5	1	0	1	2	0	0	0	0	1	1	2	1	0		79.6		
4771	1	2546	1	5	0	4.4	3.5	7.9	9.42	.78	81	81	46.46	20.51	46.46	20.51	1	0	59	1	1	3	1	42.5	7	0	1	1	0	0	0	0	1	1	3	0	.22164705882352942	7.9		4.4	3.5
4771	1	2546	2	5	0	9.4	3.5	12.9	4.71	.78	81	81	46.46	20.51	46.46	20.51	1	0	59	1	1	3	1	42.5	7	0	1	1	0	0	0	0	1	1	3	0	.11082352941176471	12.9		9.4	3.5
4771	1	2546	3	5	0	11.4	3.5	14.9	2.69	.78	81	81	46.46	20.51	46.46	20.51	1	0	59	1	1	3	1	42.5	7	0	1	1	0	0	0	0	1	1	3	0	.06329411764705882	14.9		11.4	3.5
4771	1	2546	4	5	0	3.23	10.24	13.47	85	.78	81	81	46.46	20.51	46.46	20.51	1	0	59	1	1	3	1	42.5	7	0	1	1	0	0	0	0	1	1	3	0	2	13.47		3.23	10.24
4771	1	2546	6	5	1	0	0	19.1	0	.78	81	81	46.46	20.51	46.46	20.51	1	0	59	1	1	3	1	42.5	7	0	1	1	0	0	0	0	1	1	3	0	0		19.1		
4772	1	2547	1	6	0	11.1	8.5	19.6	354.18	3.74	70	2	38.93	107.75	105.7	625.58	1	1	40	1	0	2	4	112.5	3	1	2	2	1	1	0	1	0	1	1	0	3.1482666666666668	19.6		11.1	8.5
4772	1	2547	2	6	0	16.1	8.5	24.6	177.09	3.74	70	2	38.93	107.75	105.7	625.58	1	1	40	1	0	2	4	112.5	3	1	2	2	1	1	0	1	0	1	1	0	1.5741333333333334	24.6		16.1	8.5
4772	1	2547	3	6	0	18.1	8.5	26.6	101.19	3.74	70	2	38.93	107.75	105.7	625.58	1	1	40	1	0	2	4	112.5	3	1	2	2	1	1	0	1	0	1	1	0	.8994666666666666	26.6		18.1	8.5
4772	1	2547	4	6	1	10.91	17.27	28.18	122	3.74	70	2	38.93	107.75	105.7	625.58	1	1	40	1	0	2	4	112.5	3	1	2	2	1	1	0	1	0	1	1	0	1.0844444444444445	28.18		10.91	17.27
4772	1	2547	5	6	0	19.6	8.5	28.1	0	3.74	70	2	38.93	107.75	105.7	625.58	1	1	40	1	0	2	4	112.5	3	1	2	2	1	1	0	1	0	1	1	0	0		28.1		
4772	1	2547	6	6	0	0	0	83.3	0	3.74	70	2	38.93	107.75	105.7	625.58	1	1	40	1	0	2	4	112.5	3	1	2	2	1	1	0	1	0	1	1	0	0		83.3		
4773	1	2548	1	5	1	9.12	8	17.12	197.67	3.39	84	61	84.49	34.97	138	85.56	1	0	35	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	1.7570666666666666	17.12		9.12	8
4773	1	2548	2	5	0	14.12	8	22.12	98.84	3.39	84	61	84.49	34.97	138	85.56	1	0	35	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	.8785777777777778	22.12		14.12	8
4773	1	2548	3	5	0	16.12	8	24.12	56.48	3.39	84	61	84.49	34.97	138	85.56	1	0	35	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	.5020444444444444	24.12		16.12	8
4773	1	2548	4	5	0	6.66	25.89	32.55	123	3.39	84	61	84.49	34.97	138	85.56	1	0	35	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	1.0933333333333333	32.55		6.66	25.89
4773	1	2548	6	5	0	0	0	90.4	0	3.39	84	61	84.49	34.97	138	85.56	1	0	35	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	0		90.4		
4773	2	2549	1	5	1	9.12	9	18.12	171.3	3.39	84	61	84.49	34.97	138	85.56	1	1	36	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	1.5226666666666668	18.12		9.12	9
4773	2	2549	2	5	0	14.12	9	23.12	85.65	3.39	84	61	84.49	34.97	138	85.56	1	1	36	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	.7613333333333334	23.12		14.12	9
4773	2	2549	3	5	0	16.12	9	25.12	48.94	3.39	84	61	84.49	34.97	138	85.56	1	1	36	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	.4350222222222222	25.12		16.12	9
4773	2	2549	4	5	0	6.66	21.26	27.92	123	3.39	84	61	84.49	34.97	138	85.56	1	1	36	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	1.0933333333333333	27.92		6.66	21.26
4773	2	2549	6	5	0	0	0	91.4	0	3.39	84	61	84.49	34.97	138	85.56	1	1	36	1	0	2	2	112.5	8	0	2	2	0	0	0	0	1	1	1	1	0		91.4		
4774	1	2550	1	5	0	13.28	10	23.28	250.49	5.51	89	10	27.77	23.88	144.2	151.73	1	0	37	1	1	1	4	67.5	3	1	2	2	0	1	1	1	0	1	.5	0	3.710962962962963	23.28		13.28	10
4774	1	2550	2	5	0	18.28	10	28.28	125.24	5.51	89	10	27.77	23.88	144.2	151.73	1	0	37	1	1	1	4	67.5	3	1	2	2	0	1	1	1	0	1	.5	0	1.8554074074074074	28.28		18.28	10
4774	1	2550	3	5	0	20.28	10	30.28	71.57	5.51	89	10	27.77	23.88	144.2	151.73	1	0	37	1	1	1	4	67.5	3	1	2	2	0	1	1	1	0	1	.5	0	1.0602962962962963	30.28		20.28	10
4774	1	2550	4	5	1	15.11	18.42	33.53	123	5.51	89	10	27.77	23.88	144.2	151.73	1	0	37	1	1	1	4	67.5	3	1	2	2	0	1	1	1	0	1	.5	0	1.8222222222222222	33.53		15.11	18.42
4774	1	2550	5	5	0	28.95	10	38.95	0	5.51	89	10	27.77	23.88	144.2	151.73	1	0	37	1	1	1	4	67.5	3	1	2	2	0	1	1	1	0	1	.5	0	0		38.95		
4776	2	2551	1	6	1	6.12	8	14.12	620.49	2.19	74	11	126.95	61.68	130.71	87.99	1	0	34	1	0	2	2	27.5	1	0	1	2	0	0	0	1	0	1	2	1	22.56327272727273	14.12		6.12	8
4776	2	2551	2	6	0	11.12	8	19.12	310.25	2.19	74	11	126.95	61.68	130.71	87.99	1	0	34	1	0	2	2	27.5	1	0	1	2	0	0	0	1	0	1	2	1	11.281818181818181	19.12		11.12	8
4776	2	2551	3	6	0	13.12	8	21.12	177.28	2.19	74	11	126.95	61.68	130.71	87.99	1	0	34	1	0	2	2	27.5	1	0	1	2	0	0	0	1	0	1	2	1	6.446545454545455	21.12		13.12	8
4776	2	2551	4	6	0	7.18	17.44	24.62	85	2.19	74	11	126.95	61.68	130.71	87.99	1	0	34	1	0	2	2	27.5	1	0	1	2	0	0	0	1	0	1	2	1	3.090909090909091	24.62		7.18	17.44
4776	2	2551	5	6	0	11.75	8	19.75	0	2.19	74	11	126.95	61.68	130.71	87.99	1	0	34	1	0	2	2	27.5	1	0	1	2	0	0	0	1	0	1	2	1	0		19.75		
4776	2	2551	6	6	0	0	0	51.8	0	2.19	74	11	126.95	61.68	130.71	87.99	1	0	34	1	0	2	2	27.5	1	0	1	2	0	0	0	1	0	1	2	1	0		51.8		
4777	3	2552	2	4	0	8.52	9	17.52	5.84	1.13	84	74	84.49	34.97	126.95	61.68	0	0	43	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	0	.3337142857142857	17.52		8.52	9
4777	3	2552	3	4	0	10.52	9	19.52	3.34	1.13	84	74	84.49	34.97	126.95	61.68	0	0	43	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	0	.19085714285714284	19.52		10.52	9
4777	3	2552	4	4	0	2.38	18.8	21.18	85	1.13	84	74	84.49	34.97	126.95	61.68	0	0	43	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	0	4.857142857142857	21.18		2.38	18.8
4777	3	2552	6	4	1	0	0	31.6	0	1.13	84	74	84.49	34.97	126.95	61.68	0	0	43	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	0	0		31.6		
4777	5	2553	2	4	1	14.9	7	21.9	110.32	3.43	84	59	84.49	34.97	87.17	37.82	0	1	20	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	2	6.303999999999999	21.9		14.9	7
4777	5	2553	3	4	0	16.9	7	23.9	63.04	3.43	84	59	84.49	34.97	87.17	37.82	0	1	20	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	2	3.6022857142857143	23.9		16.9	7
4777	5	2553	4	4	0	13.85	24.5	38.35	123	3.43	84	59	84.49	34.97	87.17	37.82	0	1	20	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	2	7.0285714285714285	38.35		13.85	24.5
4777	5	2553	6	4	0	0	0	94.2	0	3.43	84	59	84.49	34.97	87.17	37.82	0	1	20	0	1	0	5	17.5	14	0	3	4	0	0	1	0	1	1	0	2	0		94.2		
4782	1	2554	2	3	1	14.88	8	22.88	18.44	4.07	86	63	71.48	76.03	89.67	34.93	1	1	50	0	1	1	2	42.5	1	1	2	2	0	0	0	0	1	1	.5	2	.4338823529411765	22.88		14.88	8
4782	1	2554	3	3	0	16.88	8	24.88	10.54	4.07	86	63	71.48	76.03	89.67	34.93	1	1	50	0	1	1	2	42.5	1	1	2	2	0	0	0	0	1	1	.5	2	.24799999999999997	24.88		16.88	8
4782	1	2554	4	3	0	20.84	16.5	37.34	85	4.07	86	63	71.48	76.03	89.67	34.93	1	1	50	0	1	1	2	42.5	1	1	2	2	0	0	0	0	1	1	.5	2	2	37.34		20.84	16.5
4783	1	2555	1	5	0	5.52	10	15.52	335.78	1.72	35	1	75.89	128.64	321.75	711.11	1	1	28	1	1	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	0	8.954133333333333	15.52		5.52	10
4783	1	2555	2	5	0	10.52	10	20.52	167.89	1.72	35	1	75.89	128.64	321.75	711.11	1	1	28	1	1	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	0	4.4770666666666665	20.52		10.52	10
4783	1	2555	3	5	0	12.52	10	22.52	95.94	1.72	35	1	75.89	128.64	321.75	711.11	1	1	28	1	1	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	0	2.5584	22.52		12.52	10
4783	1	2555	4	5	1	13.15	10.5	23.65	85	1.72	35	1	75.89	128.64	321.75	711.11	1	1	28	1	1	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	0	2.2666666666666666	23.65		13.15	10.5
4783	1	2555	6	5	0	0	0	44.4	0	1.72	35	1	75.89	128.64	321.75	711.11	1	1	28	1	1	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	0	0		44.4		
4783	2	2556	1	5	1	5.52	10	15.52	335.78	1.72	35	1	75.89	128.64	321.75	711.11	1	0	30	1	0	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	1	8.954133333333333	15.52		5.52	10
4783	2	2556	2	5	0	10.52	10	20.52	167.89	1.72	35	1	75.89	128.64	321.75	711.11	1	0	30	1	0	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	1	4.4770666666666665	20.52		10.52	10
4783	2	2556	3	5	0	12.52	10	22.52	95.94	1.72	35	1	75.89	128.64	321.75	711.11	1	0	30	1	0	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	1	2.5584	22.52		12.52	10
4783	2	2556	4	5	0	13.15	10.5	23.65	85	1.72	35	1	75.89	128.64	321.75	711.11	1	0	30	1	0	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	1	2.2666666666666666	23.65		13.15	10.5
4783	2	2556	6	5	0	0	0	44.4	0	1.72	35	1	75.89	128.64	321.75	711.11	1	0	30	1	0	1	2	37.5	99	0	2	2	0	0	0	1	0	1	.5	1	0		44.4		
4784	1	2557	1	5	0	4.1	5	9.1	16.31	1.57	94	81	17.73	51.9	46.46	20.51	1	1	55	1	1	3	1	32.5	7	1	1	1	0	0	0	0	1	1	3	0	.5018461538461538	9.1		4.1	5
4784	1	2557	2	5	0	9.1	5	14.1	8.15	1.57	94	81	17.73	51.9	46.46	20.51	1	1	55	1	1	3	1	32.5	7	1	1	1	0	0	0	0	1	1	3	0	.2507692307692308	14.1		9.1	5
4784	1	2557	3	5	0	11.1	5	16.1	4.66	1.57	94	81	17.73	51.9	46.46	20.51	1	1	55	1	1	3	1	32.5	7	1	1	1	0	0	0	0	1	1	3	0	.1433846153846154	16.1		11.1	5
4784	1	2557	4	5	1	5.27	22.43	27.7	85	1.57	94	81	17.73	51.9	46.46	20.51	1	1	55	1	1	3	1	32.5	7	1	1	1	0	0	0	0	1	1	3	0	2.6153846153846154	27.7		5.27	22.43
4784	1	2557	6	5	0	0	0	36.4	0	1.57	94	81	17.73	51.9	46.46	20.51	1	1	55	1	1	3	1	32.5	7	1	1	1	0	0	0	0	1	1	3	0	0		36.4		
4785	1	2558	1	6	0	7	7	14	30.52	2.9	86	78	71.48	76.03	0	24.76	1	1	30	1	1	1	4	22.5	99	0	2	3	1	0	0	0	1	1	.5	0	1.3564444444444443	14		7	7
4785	1	2558	2	6	0	12	7	19	15.26	2.9	86	78	71.48	76.03	0	24.76	1	1	30	1	1	1	4	22.5	99	0	2	3	1	0	0	0	1	1	.5	0	.6782222222222222	19		12	7
4785	1	2558	3	6	0	14	7	21	8.72	2.9	86	78	71.48	76.03	0	24.76	1	1	30	1	1	1	4	22.5	99	0	2	3	1	0	0	0	1	1	.5	0	.3875555555555556	21		14	7
4785	1	2558	4	6	0	9.68	14.7	24.38	85	2.9	86	78	71.48	76.03	0	24.76	1	1	30	1	1	1	4	22.5	99	0	2	3	1	0	0	0	1	1	.5	0	3.7777777777777777	24.38		9.68	14.7
4785	1	2558	5	6	1	17.5	7	24.5	0	2.9	86	78	71.48	76.03	0	24.76	1	1	30	1	1	1	4	22.5	99	0	2	3	1	0	0	0	1	1	.5	0	0		24.5		
4785	1	2558	6	6	0	0	0	73	0	2.9	86	78	71.48	76.03	0	24.76	1	1	30	1	1	1	4	22.5	99	0	2	3	1	0	0	0	1	1	.5	0	0		73		
4786	3	2559	1	4	1	39.72	4.5	44.22	332.88	32.33	84	581	84.49	34.97	18.7	2.29	1	0	63	1	1	3	4	42.5	99	0	4	4	0	0	0	0	0	1	.75	1	7.832470588235294	44.22		39.72	4.5
4786	3	2559	2	4	0	44.82	4.5	49.32	166.44	32.33	84	581	84.49	34.97	18.7	2.29	1	0	63	1	1	3	4	42.5	99	0	4	4	0	0	0	0	0	1	.75	1	3.916235294117647	49.32		44.82	4.5
4786	3	2559	3	4	0	46.82	4.5	51.32	95.11	32.33	84	581	84.49	34.97	18.7	2.29	1	0	63	1	1	3	4	42.5	99	0	4	4	0	0	0	0	0	1	.75	1	2.2378823529411767	51.32		46.82	4.5
4786	3	2559	4	4	0	59.95	37.86	97.81	295	32.33	84	581	84.49	34.97	18.7	2.29	1	0	63	1	1	3	4	42.5	99	0	4	4	0	0	0	0	0	1	.75	1	6.9411764705882355	97.81		59.95	37.86
4786	4	2560	1	5	0	3.52	8	11.52	111.68	1.13	84	74	84.49	34.97	126.95	61.68	1	1	54	1	1	3	4	42.5	99	0	4	4	0	0	0	0	1	1	.75	0	2.627764705882353	11.52		3.52	8
4786	4	2560	2	5	0	8.52	8	16.52	55.84	1.13	84	74	84.49	34.97	126.95	61.68	1	1	54	1	1	3	4	42.5	99	0	4	4	0	0	0	0	1	1	.75	0	1.3138823529411765	16.52		8.52	8
4786	4	2560	3	5	0	10.52	8	18.52	31.91	1.13	84	74	84.49	34.97	126.95	61.68	1	1	54	1	1	3	4	42.5	99	0	4	4	0	0	0	0	1	1	.75	0	.7508235294117647	18.52		10.52	8
4786	4	2560	4	5	0	1.95	20.56	22.51	85	1.13	84	74	84.49	34.97	126.95	61.68	1	1	54	1	1	3	4	42.5	99	0	4	4	0	0	0	0	1	1	.75	0	2	22.51		1.95	20.56
4786	4	2560	6	5	1	0	0	30.6	0	1.13	84	74	84.49	34.97	126.95	61.68	1	1	54	1	1	3	4	42.5	99	0	4	4	0	0	0	0	1	1	.75	0	0		30.6		
4794	1	2561	2	3	1	14.9	8.5	23.4	100.45	4.49	93	6	38.2	23.75	202.09	191.19	1	1	57	0	1	2	3	37.5	4	1	2	3	0	0	0	1	0	1	1	2	2.6786666666666665	23.4		14.9	8.5
4794	1	2561	3	3	0	16.9	8.5	25.4	57.4	4.49	93	6	38.2	23.75	202.09	191.19	1	1	57	0	1	2	3	37.5	4	1	2	3	0	0	0	1	0	1	1	2	1.5306666666666666	25.4		16.9	8.5
4794	1	2561	4	3	0	13.81	18.2	32.01	60	4.49	93	6	38.2	23.75	202.09	191.19	1	1	57	0	1	2	3	37.5	4	1	2	3	0	0	0	1	0	1	1	2	1.6	32.01		13.81	18.2
4795	1	2562	1	5	0	8.3	9	17.3	824.68	3.01	83	3	81.69	58.62	683.63	221.03	1	1	37	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	2	14.994181818181817	17.3		8.3	9
4795	1	2562	2	5	1	13.3	9	22.3	412.34	3.01	83	3	81.69	58.62	683.63	221.03	1	1	37	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	2	7.497090909090908	22.3		13.3	9
4795	1	2562	3	5	0	15.3	9	24.3	235.62	3.01	83	3	81.69	58.62	683.63	221.03	1	1	37	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	2	4.284	24.3		15.3	9
4795	1	2562	4	5	0	14	16.62	30.62	85	3.01	83	3	81.69	58.62	683.63	221.03	1	1	37	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	2	1.5454545454545454	30.62		14	16.62
4795	1	2562	6	5	0	0	0	63.2	0	3.01	83	3	81.69	58.62	683.63	221.03	1	1	37	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	2	0		63.2		
4795	2	2563	1	5	1	10.7	8	18.7	213.57	3.65	83	56	81.69	58.62	54.04	94.73	1	0	31	1	1	3	6	55	4	0	3	6	0	0	0	0	1	1	1	1	3.883090909090909	18.7		10.7	8
4795	2	2563	2	5	0	15.7	8	23.7	106.79	3.65	83	56	81.69	58.62	54.04	94.73	1	0	31	1	1	3	6	55	4	0	3	6	0	0	0	0	1	1	1	1	1.9416363636363638	23.7		15.7	8
4795	2	2563	3	5	0	17.7	8	25.7	61.02	3.65	83	56	81.69	58.62	54.04	94.73	1	0	31	1	1	3	6	55	4	0	3	6	0	0	0	0	1	1	1	1	1.1094545454545455	25.7		17.7	8
4795	2	2563	4	5	0	19.08	25.02	44.1	85	3.65	83	56	81.69	58.62	54.04	94.73	1	0	31	1	1	3	6	55	4	0	3	6	0	0	0	0	1	1	1	1	1.5454545454545454	44.1		19.08	25.02
4795	2	2563	6	5	0	0	0	81	0	3.65	83	56	81.69	58.62	54.04	94.73	1	0	31	1	1	3	6	55	4	0	3	6	0	0	0	0	1	1	1	1	0		81		
4795	3	2564	1	5	1	6.5	8	14.5	263.2	2.46	83	14	81.69	58.62	167	60.87	1	1	29	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	1	4.785454545454545	14.5		6.5	8
4795	3	2564	2	5	0	11.5	8	19.5	131.6	2.46	83	14	81.69	58.62	167	60.87	1	1	29	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	1	2.3927272727272726	19.5		11.5	8
4795	3	2564	3	5	0	13.5	8	21.5	75.2	2.46	83	14	81.69	58.62	167	60.87	1	1	29	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	1	1.3672727272727274	21.5		13.5	8
4795	3	2564	4	5	0	7.36	15.9	23.26	85	2.46	83	14	81.69	58.62	167	60.87	1	1	29	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	1	1.5454545454545454	23.26		7.36	15.9
4795	3	2564	6	5	0	0	0	57.2	0	2.46	83	14	81.69	58.62	167	60.87	1	1	29	1	1	3	6	55	4	0	3	6	0	0	0	1	0	1	1	1	0		57.2		
4805	1	2565	1	5	0	5.7	7	12.7	18.84	1.91	69	78	50.86	49.5	0	24.76	1	0	30	1	1	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	0	.2791111111111111	12.7		5.7	7
4805	1	2565	2	5	0	10.7	7	17.7	9.42	1.91	69	78	50.86	49.5	0	24.76	1	0	30	1	1	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	0	.13955555555555554	17.7		10.7	7
4805	1	2565	3	5	0	12.7	7	19.7	5.38	1.91	69	78	50.86	49.5	0	24.76	1	0	30	1	1	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	0	.07970370370370371	19.7		12.7	7
4805	1	2565	4	5	1	7.64	15.02	22.66	85	1.91	69	78	50.86	49.5	0	24.76	1	0	30	1	1	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	0	1.2592592592592593	22.66		7.64	15.02
4805	1	2565	6	5	0	0	0	45.2	0	1.91	69	78	50.86	49.5	0	24.76	1	0	30	1	1	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	0	0		45.2		
4805	2	2566	1	5	1	10.1	8	18.1	31.3	3.24	69	36	50.86	49.5	43.7	207.07	1	0	36	1	0	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	1	.46370370370370373	18.1		10.1	8
4805	2	2566	2	5	0	15.1	8	23.1	15.65	3.24	69	36	50.86	49.5	43.7	207.07	1	0	36	1	0	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	1	.23185185185185186	23.1		15.1	8
4805	2	2566	3	5	0	17.1	8	25.1	8.94	3.24	69	36	50.86	49.5	43.7	207.07	1	0	36	1	0	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	1	.13244444444444445	25.1		17.1	8
4805	2	2566	4	5	0	14.9	15	29.9	85	3.24	69	36	50.86	49.5	43.7	207.07	1	0	36	1	0	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	1	1.2592592592592593	29.9		14.9	15
4805	2	2566	6	5	0	0	0	72.8	0	3.24	69	36	50.86	49.5	43.7	207.07	1	0	36	1	0	2	3	67.5	10	0	3	3	0	0	0	0	1	1	.67	1	0		72.8		
4808	1	2567	1	6	1	3.74	6	9.74	12.38	1.14	88	68	24.43	9.88	32.23	328	1	0	48	1	0	2	3	67.5	99	1	1	2	0	0	1	0	1	1	2	1	.1834074074074074	9.74		3.74	6
4808	1	2567	2	6	0	8.74	6	14.74	6.19	1.14	88	68	24.43	9.88	32.23	328	1	0	48	1	0	2	3	67.5	99	1	1	2	0	0	1	0	1	1	2	1	.0917037037037037	14.74		8.74	6
4808	1	2567	3	6	0	10.74	6	16.74	3.54	1.14	88	68	24.43	9.88	32.23	328	1	0	48	1	0	2	3	67.5	99	1	1	2	0	0	1	0	1	1	2	1	.052444444444444446	16.74		10.74	6
